"ReporterISO3","ProductCode","PartnerISO3","Year","TradeFlowCode","TradeValue in 1000 USD","ReporterName","PartnerName","TradeFlowName","NetWeight in KGM","Quantity","QtyUnit"
"SGP","6109","WLD",2016,5,254698.766,"Singapore"," World","Import",8980698,7211381.22,"Item"
"SGP","6109","WLD",2016,6,133154.727,"Singapore"," World","Export",4081441,3413963.325,"Item"
"SGP","6203","CHN",2015,5,57258.851,"Singapore","China","Import",1936483,8440389,"Item"
"SGP","6203","CHN",2015,6,422.466,"Singapore","China","Export",10630,39026,"Item"
"SGP","6203","CHN",2016,5,51383.516,"Singapore","China","Import",1739989,747240.91,"Item"
"SGP","6203","CHN",2016,6,1349.677,"Singapore","China","Export",38397,12310.6,"Item"
"SGP","6203","USA",2015,5,861.913,"Singapore","United States","Import",26732,44613.9,"Item"
"SGP","6203","USA",2015,6,520.712,"Singapore","United States","Export",11955,66354,"Item"
"SGP","6203","USA",2016,5,455.624,"Singapore","United States","Import",13628,1199.1,"Item"
"SGP","6203","USA",2016,6,2299.419,"Singapore","United States","Export",59302,29668.3,"Item"
"SGP","6203","WLD",2015,5,148832.051,"Singapore"," World","Import",,18663327,"Item"
"SGP","6203","WLD",2015,6,80633.386,"Singapore"," World","Export",1955738,9538298.618,"Item"
"SGP","6203","WLD",2016,5,142893.491,"Singapore"," World","Import",4758470,1858636.13,"Item"
"SGP","6203","WLD",2016,6,83307.934,"Singapore"," World","Export",2129419,886147.986,"Item"
"SGP","7208","CHN",2015,5,103711.037,"Singapore","China","Import",238898590,238898590,"Kg"
"SGP","7208","CHN",2015,6,974.407,"Singapore","China","Export",924920,924920,"Kg"
"SGP","7208","CHN",2016,5,80807.184,"Singapore","China","Import",140100459,140100459.239,"Kg"
"SGP","7208","CHN",2016,6,333.195,"Singapore","China","Export",627620,627620.424,"Kg"
"SGP","7208","USA",2015,5,250.234,"Singapore","United States","Import",57568,57568,"Kg"
"SGP","7208","USA",2015,6,372.545,"Singapore","United States","Export",67300,67300,"Kg"
"SGP","7208","USA",2016,5,193.962,"Singapore","United States","Import",259060,259059.91,"Kg"
"SGP","7208","USA",2016,6,214.013,"Singapore","United States","Export",441030,441029.837,"Kg"
"SGP","7208","WLD",2015,5,308925.503,"Singapore"," World","Import",581366246,581366246.409,"Kg"
"SGP","7208","WLD",2015,6,137273.261,"Singapore"," World","Export",211636401,211636400.6,"Kg"
"SGP","7208","WLD",2016,5,256936.206,"Singapore"," World","Import",436556028,0,"N.Q."
"SGP","7208","WLD",2016,6,123001.284,"Singapore"," World","Export",214892225,0,"N.Q."
"SGP","7308","CHN",2015,5,193444.004,"Singapore","China","Import",138346170,138346170,"Kg"
"SGP","7308","CHN",2015,6,8032.707,"Singapore","China","Export",1912460,1912460,"Kg"
"SGP","7308","CHN",2016,5,126586.93,"Singapore","China","Import",1553107,1553107.476,"Kg"
"SGP","7308","CHN",2016,6,8683.416,"Singapore","China","Export",3322977,3322977.433,"Kg"
"SGP","7308","USA",2015,5,16483.626,"Singapore","United States","Import",1679440,1679440,"Kg"
"SGP","7308","USA",2015,6,1185.136,"Singapore","United States","Export",655007,655007,"Kg"
"SGP","7308","USA",2016,5,11579.767,"Singapore","United States","Import",4644941,4644940.932,"Kg"
"SGP","7308","USA",2016,6,1930.824,"Singapore","United States","Export",660756,0,"N.Q."
"SGP","7308","WLD",2015,5,669932.887,"Singapore"," World","Import",396302470,396302469.503,"Kg"
"SGP","7308","WLD",2015,6,210366.103,"Singapore"," World","Export",158677090,158677089.5,"Kg"
"SGP","7308","WLD",2016,5,869021.963,"Singapore"," World","Import",246632659,0,"N.Q."
"SGP","7308","WLD",2016,6,254548.808,"Singapore"," World","Export",71644505,0,"N.Q."
"SGP","8414","CHN",2015,5,117145.938,"Singapore","China","Import",7879665,0,"N.Q."
"SGP","8414","CHN",2015,6,259919.304,"Singapore","China","Export",14187718,0,"N.Q."
"SGP","8414","CHN",2016,5,196238.819,"Singapore","China","Import",10624050,0,"N.Q."
"SGP","8414","CHN",2016,6,91463.178,"Singapore","China","Export",6693558,0,"N.Q."
"SGP","8414","USA",2015,5,123786.897,"Singapore","United States","Import",6099511,0,"N.Q."
"SGP","8414","USA",2015,6,106705.818,"Singapore","United States","Export",6814724,0,"N.Q."
"SGP","8414","USA",2016,5,149420.823,"Singapore","United States","Import",7086189,0,"N.Q."
"SGP","8414","USA",2016,6,81445.316,"Singapore","United States","Export",4405549,0,"N.Q."
"SGP","8414","WLD",2015,5,1081345.429,"Singapore"," World","Import",,0,"N.Q."
"SGP","8414","WLD",2015,6,1171502.825,"Singapore"," World","Export",,0,"N.Q."
